title,authors,year,source,link,snippet,cited_by,pdf_link,gs_position,query
Longitudinal use patterns of technology subtypes during the transition into early adolescence: Results from the ABCD Study,"JT Borodovsky, LM Squeglia, L Mewton, LA Marsch",,researchgate.net,https://www.researchgate.net/profile/Jacob-Borodovsky/publication/383121178_Longitudinal_Use_Patterns_of_Technology_Subtypes_During_the_Transition_Into_Early_Adolescence_Results_From_the_Adolescent_Brain_Cognitive_Development_Study/links/66c5dd7c2fec7d516b5d3af1/Longitudinal-Use-Patterns-of-Technology-Subtypes-During-the-Transition-Into-Early-Adolescence-Results-From-the-Adolescent-Brain-Cognitive-Development-Study.pdf,"… of this article were obtained from the Adolescent Brain Cognitive Development (ABCD) Study (… Demographic, parental and home environment correlates of traditional and mobile screen …",,https://www.researchgate.net/profile/Jacob-Borodovsky/publication/383121178_Longitudinal_Use_Patterns_of_Technology_Subtypes_During_the_Transition_Into_Early_Adolescence_Results_From_the_Adolescent_Brain_Cognitive_Development_Study/links/66c5dd7c2fec7d516b5d3af1/Longitudinal-Use-Patterns-of-Technology-Subtypes-During-the-Transition-Into-Early-Adolescence-Results-From-the-Adolescent-Brain-Cognitive-Development-Study.pdf,2,"""Adolescent Brain Cognitive Development"" smartphone"
The adolescent brain cognitive development study external advisory board,ME Charness,,Elsevier,https://www.sciencedirect.com/science/article/pii/S1878929317301858,"… assistants occur during the first year, steps should be taken to shorten the evaluation protocol or provisions be made for the completion of some questionnaires online using mobile or …",7,,5,"""Adolescent Brain Cognitive Development"" smartphone"
"Data-driven, generalizable prediction of adolescent sleep disturbances in the multisite Adolescent Brain Cognitive Development Study","KL McCurry, K Toda-Thorne, A Taxali, M Angstadt…",,academic.oup.com,https://academic.oup.com/sleep/article-abstract/47/6/zsae048/7609472,"… Close mobile search navigation … diverse set of psychological, cognitive, and demographic variables in the Adolescent Brain Cognitive Development (ABCD) Study [35, 36], a population-…",9,https://academic.oup.com/sleep/article-pdf/47/6/zsae048/57884227/zsae048.pdf,6,"""Adolescent Brain Cognitive Development"" smartphone"
Associations between adverse childhood experiences and early adolescent problematic screen use in the United States,"JH Raney, AA Al-Shoaibi, KT Ganson, A Testa…",,Springer,https://link.springer.com/article/10.1186/s12889-023-16111-x,… from the Adolescent Brain Cognitive Development (ABCD) … high school students examining smartphone dependence [37]. … Participants who reported having mobile phones were asked …,36,https://link.springer.com/content/pdf/10.1186/s12889-023-16111-x.pdf,7,"""Adolescent Brain Cognitive Development"" smartphone"
Leveraging the adolescent brain cognitive development study to improve behavioral prediction from neuroimaging in smaller replication samples,"C Makowski, TT Brown, W Zhao, DJ Hagler Jr…",,academic.oup.com,https://academic.oup.com/cercor/article-abstract/34/6/bhae223/7693949,… Close mobile search navigation … We leverage baseline data from thousands of children in the Adolescent Brain Cognitive Development SM Study to inform the replication sample size …,29,,11,"""Adolescent Brain Cognitive Development"" smartphone"
Brain structural co-development is associated with internalizing symptoms two years later in the ABCD cohort,"Y Zhao, MP Paulus, MN Potenza",,akjournals.com,https://akjournals.com/view/journals/2006/12/1/article-p80.xml?trk=public_post_comment-text,… Data from Adolescent Brain Cognitive Development (ABCD) participants with baseline and … The top three most popular electronic devices owned by participants were cell phones (n = …,33,,13,"""Adolescent Brain Cognitive Development"" smartphone"
“Digital adolescence”: The effects of smartphones and social networking technologies on adolescents' well-being,"Y Ophir, H Rosenberg, Y Lipshits-Braziler…",,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9780429468360-8/digital-adolescence-yaakov-ophir-hananel-rosenberg-yuliya-lipshits-braziler-yair-amichai-hamburger,"This literature review gives a glimpse into the emerging developmental stage of ‘digital adolescence’ and draws an integrative, multi-layered picture of the effects of smartphones and …",44,,14,"""Adolescent Brain Cognitive Development"" smartphone"
Adolescent brain cognitive development study (ABCD)-annual release 2.0,T Jernigan,,cir.nii.ac.jp,https://cir.nii.ac.jp/crid/1880583643266557184,"The ABCD Curated Annual Release 2.0 includes high quality baseline data from~ 11,800 research participants, including minimally processed brain image volumes and tabulated …",8,,15,"""Adolescent Brain Cognitive Development"" smartphone"
Replication of associations with psychotic-like experiences in middle childhood from the adolescent brain cognitive development (ABCD) study,"NR Karcher, RL Loewy, M Savill…",,academic.oup.com,https://academic.oup.com/schizbullopen/article-abstract/1/1/sgaa009/5856536,… Close mobile search navigation … middle childhood using an independent subset of the baseline Adolescent Brain Cognitive Development (ABCD) sample. Using a remainder baseline …,53,https://academic.oup.com/schizbullopen/article-pdf/1/1/sgaa009/33382183/sgaa009.pdf,16,"""Adolescent Brain Cognitive Development"" smartphone"
"Prospective Associations Between Early Adolescent Problematic Screen Use, Mental Health, Sleep, and Substance Use","JM Nagata, JE Shim, P Balasubramanian…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S0749379725007160,… Prospective cohort data from Adolescent Brain Cognitive Development Study participants who … Problematic mobile phone use and social media use were prospectively associated with …,,,17,"""Adolescent Brain Cognitive Development"" smartphone"
… on behavioral health problems in youth is disrupted by prenatal cannabis exposure: A causal random forest analysis of Adolescent Brain Cognitive Development data,"PA Spechler, RM Gutierrez, SF Tapert…",,academic.oup.com,https://academic.oup.com/chidev/article-abstract/94/4/826/8255236,… Close mobile search navigation … internalizing/externalizing problems in children was examined using the Adolescent Brain Cognitive Development™ study baseline (ages 9–10; …,6,,4,"""Adolescent Brain Cognitive Development"" smartphone"
Neurodevelopmental profiles in adolescence: leveraging data from the landmark adolescent brain cognitive development study,"L Mewton, L Squeglia",,biologicalpsychiatrycnni.org,https://www.biologicalpsychiatrycnni.org/article/S2451-9022(22)00022-2/abstract,"… The ABCD (Adolescent Brain Cognitive Development) dataset allows for accounting of a multitude of sociodemographic, psychological, and environmental factors that are not typically …",4,https://pmc.ncbi.nlm.nih.gov/articles/PMC10793662/pdf/nihms-1955815.pdf,5,"""Adolescent Brain Cognitive Development"" smartphone"
… outcomes: A latent profile analysis of diverse developmental trajectories in preterm and early term-born children from the Adolescent Brain Cognitive Development …,"I Menu, L Ji, T Bhatia, M Duffy, CL Hendrix…",,academic.oup.com,https://academic.oup.com/chidev/article-abstract/96/1/36/8255497,"Preterm birth poses a major public health challenge, with significant and heterogeneous developmental impacts. Latent profile analysis was applied to the National Institutes of Health …",4,,6,"""Adolescent Brain Cognitive Development"" smartphone"
Social epidemiology of early adolescent problematic screen use in the United States,"JM Nagata, G Singh, OM Sajjad, KT Ganson…",,nature.com,https://www.nature.com/articles/s41390-022-02176-8,"… data from the Adolescent Brain Cognitive Development Study (… , social media, and mobile phones. Problematic video game use is … While problematic mobile phone use shares some …",86,https://www.nature.com/articles/s41390-022-02176-8.pdf,7,"""Adolescent Brain Cognitive Development"" smartphone"
The impact of the digital revolution on human brain and behavior: where do we stand?,M Korte,,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.31887/DCNS.2020.22.2/mkorte,… 16 to 24 years old own a smartphone and check it on average … that people use their smartphones in a multitasking modus (… What we use smartphones or any other digital media for …,245,https://www.tandfonline.com/doi/pdf/10.31887/DCNS.2020.22.2/mkorte,10,"""Adolescent Brain Cognitive Development"" smartphone"
"The impact of prenatal alcohol exposure on sleep outcomes in 10,336 young adolescents: An Adolescent Brain Cognitive Development (ABCD) Study","EK Devine, RJ Green, R Visontay, H Byrne…",,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC12132144/,"… Methods: Participants were 10,336 adolescents (aged 12–13) from the fourth assessment wave of the Adolescent Brain Cognitive Development Study. Cross-sectional generalised …",,,12,"""Adolescent Brain Cognitive Development"" smartphone"
0321 The Overlap of Sleep and Screen Use: Patterns of Smartphone Use Before and After Sleep Onset in Adolescents,"O Kiss, R Fan, E Perez-Amparan, H Giarrusso, N Arra…",,academic.oup.com,https://academic.oup.com/sleep/article-abstract/48/Supplement_1/A140/8134946,… by combining objective smartphone usage and sleep measures to examine smartphone use … (Mean age=14.09 years) from the Adolescent Brain Cognitive Development (ABCD) Study. …,,,15,"""Adolescent Brain Cognitive Development"" smartphone"
"Examining the Relationship Among Adverse Childhood Experiences, Aggression, and Gender: Findings from the Adolescent Brain Cognitive Development Study",LT Wong,,search.proquest.com,https://search.proquest.com/openview/91f32949e224aa2bb9822ad7aa51d1dc/1?pq-origsite=gscholar&cbl=18750&diss=y,"… computers for relational aggression, such as hacking other social media accounts, while girls who identified with more ""feminine"" traits preferred using social media and mobile phones …",,,16,"""Adolescent Brain Cognitive Development"" smartphone"
Molecular and Neurobiological Imbalance from the Use of Technological Devices During Early Child Development Stages,"R Rizzo, G Fusto, S Marino, I Castagnola, C Parano…",,mdpi.com,https://www.mdpi.com/2227-9067/12/7/909,… (RF-EMR) emitted by mobile phones and other wireless devices triggers oxidative stress in … Data from the Adolescent Brain Cognitive Development (ABCD) study identified specific …,1,,18,"""Adolescent Brain Cognitive Development"" smartphone"
"Fitbit-measured sleep duration in young adolescents is associated with functional connectivity in attentional, executive control, memory, and sensory networks","O Turan, J Garner, A Isaiah, M Palatino, T Ernst…",,academic.oup.com,https://academic.oup.com/sleep/article-abstract/48/9/zsaf088/8100340,"… using the Adolescent Brain Cognitive Development (ABCD) … The Adolescent Brain Cognitive Development (ABCD) Study … However, since children may continue to use their phones or …",5,,20,"""Adolescent Brain Cognitive Development"" smartphone"
