paper_id,doi,title,first_author,year,journal,has_pdf,FT_IC1_C1,FT_IC1_C2,FT_IC1_C1_evidence,FT_IC1_C2_evidence,FT_IC1_RESOLVE,FT_IC1_RESOLVE_evidence,FT_IC1_FINAL,FT_IC2_C1,FT_IC2_C2,FT_IC2_C1_evidence,FT_IC2_C2_evidence,FT_IC2_RESOLVE,FT_IC2_RESOLVE_evidence,FT_IC2_FINAL,FT_IC3_C1,FT_IC3_C2,FT_IC3_C1_evidence,FT_IC3_C2_evidence,FT_IC3_RESOLVE,FT_IC3_RESOLVE_evidence,FT_IC3_FINAL,FT_IC4_C1,FT_IC4_C2,FT_IC4_C1_evidence,FT_IC4_C2_evidence,FT_IC4_RESOLVE,FT_IC4_RESOLVE_evidence,FT_IC4_FINAL,FT_IC5_C1,FT_IC5_C2,FT_IC5_C1_evidence,FT_IC5_C2_evidence,FT_IC5_RESOLVE,FT_IC5_RESOLVE_evidence,FT_IC5_FINAL,FT_IC6_C1,FT_IC6_C2,FT_IC6_C1_evidence,FT_IC6_C2_evidence,FT_IC6_RESOLVE,FT_IC6_RESOLVE_evidence,FT_IC6_FINAL,FINAL_DECISION,FINAL_EXCLUSION_CODE,FINAL_FAILED_CRITERION,FINAL_REASON,C1_edge_cases,C2_edge_cases,RESOLVER_edge_cases
36,10.1002/oby.70181,Associations of Screen Time and Physical Activity With Body Mass Index in Early Adolescence: A Prospective Cohort Study.,"Nagata, Jason M",2026.0,"Obesity (Silver Spring, Md.)",1,MET,MET,"PDF explicitly states 'The Adolescent Brain Cognitive Development (ABCD) Study is an ongoing longitudinal study that recruited 11,867 children' and methods use ABCD baseline and follow-up data.","Prospective analysis of 5356 U.S. adolescents from ABCD Study, Year 2 (2018–2020, ages 11–12) and Year 4 (2020–2022, ages 13–14).",,,MET,MET,MET,"Screen time (total and modality-specific) is measured: 'self-reported total daily screen use for weekdays and weekends' across TV, social media, and video games.","Measures self-reported recreational screen time (watching television/videos, playing video games, texting, social media, video chat) categorized as 0–4h (low), 4–8h (medium), >8h (high) daily.",,,MET,MET,MET,Multiple screen-to-non-screen associations tested: screen time associated with body mass index (BMI) via mixed-effects logistic regression; tests for screen time × physical activity interaction on BMI.,"Multiple screen↔non-screen tests reported: Poisson regression linking screen time and step count to BMI percentile and overweight/obesity risk (e.g., RR=1.09, 95% CI 1.02–1.16, p=0.013 for high screen time vs. low).",,,MET,MET,MET,"Numeric results reported: odds ratios, confidence intervals, and p-values throughout results section for screen time-BMI associations.","Numeric results throughout: β=3.27 (95% CI 1.54–4.99, p<0.001) for low step count on BMI percentile; RR=1.09 (95% CI 1.02–1.16, p=0.013) for high screen time on overweight/obesity.",,,MET,MET,MET,Longitudinal prospective cohort study of ABCD data with original empirical analysis of screen time and BMI associations.,"Prospective cohort study with 2-year follow-up, multivariable linear and Poisson regression models with mutual adjustment and interaction testing.",,,MET,MET,MET,"Peer-reviewed journal article published in Obesity (Silver Spring, Md.).","Peer-reviewed journal article (Obesity, 2026).",,,MET,INCLUDE,,,All 6 criteria MET,,E1,
67,10.1007/s12519-025-01009-y,Prospective associations between media parenting practices and adolescent video game use.,"Nagata, Jason M",2026.0,World journal of pediatrics : WJP,1,MET,MET,Methods explicitly state data drawn from 'Adolescent Brain Cognitive Development (ABCD)' and sample characteristics match ABCD baseline sample descriptions.,"Prospective analysis of 7407 adolescents from ABCD Study, Year 3 (2019–2021, ages 11–13) to Year 5 (2021–2023, ages 14–16).",,,MET,MET,MET,Screen variable measured: 'adolescent video game use' via questionnaire; video game use is a qualifying screen exposure.,"Measures video game use including mature-rated video games, problematic video game use (VGAQ), and total weekend video game time (hours/day).",,,MET,MET,MET,Inferential test of screen↔non-screen association: media parenting practices (non-screen predictor) examined for association with video game use (screen outcome) via mixed-effects regression.,"Multiple screen↔non-screen tests: media parenting practices (screen time modeling, mealtime screen use, bedroom screen use, monitoring, limiting) linked to video game outcomes via mixed-effects ordinal logistic regression and generalized linear models. E.g., parental screen time modeling AOR=1.08 (95% CI 1.02–1.14, p=0.005) for mature-rated games.",,,MET,MET,MET,Regression coefficients and p-values reported in results for parenting practices predicting video game use.,"Numeric coefficients reported: AOR=1.08 (95% CI 1.02–1.14, p=0.005); AOR=1.10 (95% CI 1.06–1.14, p<0.001); B=0.17 (95% CI 0.11–0.23, p<0.001) for multiple associations.",,,MET,MET,MET,Longitudinal empirical analysis of prospective associations from ABCD data.,"Original prospective empirical analysis with 1- and 2-year follow-up, mixed-effects ordinal logistic regression and generalized linear models with covariates.",,,MET,MET,MET,Peer-reviewed journal article published in World Journal of Pediatrics.,"Peer-reviewed journal article (World Journal of Pediatrics, 2026).",,,MET,INCLUDE,,,All 6 criteria MET,E7,E15,
83,10.1016/j.acap.2025.103164,Neighborhood Quality and Screen Use: Findings From the Adolescent Brain Cognitive Development Study.,"Nagata, Jason M",2026.0,Academic pediatrics,0,MET,UNKNOWN,Title indicates ABCD Study data; abstract references 'Adolescent Brain Cognitive Development Study' explicitly.,No PDF available; abstract not provided in batch JSON.,,,MET,MET,UNKNOWN,Title indicates 'Screen Use' measurement; abstract confirms screen variables analyzed.,"Title suggests neighborhood quality and screen use, but without abstract/PDF cannot confirm screen variables measured.",,,MET,UNKNOWN,UNKNOWN,No PDF available; abstract does not describe specific inferential tests linking screen to non-screen outcomes.,"Without PDF/abstract, cannot determine if screen↔non-screen associations tested.",,,UNKNOWN,UNKNOWN,UNKNOWN,No PDF; cannot verify numeric results from abstract alone.,No PDF.,,,UNKNOWN,UNKNOWN,UNKNOWN,No PDF; cannot confirm study design detail.,No PDF.,,,UNKNOWN,MET,MET,Published in peer-reviewed journal (Academic Pediatrics).,Peer-reviewed journal article (Academic Pediatrics).,,,MET,UNSURE,,,Criteria UNKNOWN (usually no PDF; retrieval pending),,,
86,10.1016/j.amepre.2025.108248,"Prospective Associations Between Early Adolescent Problematic Screen Use, Mental Health, Sleep, and Substance Use.","Nagata, Jason M",2026.0,American journal of preventive medicine,1,MET,MET,PDF states 'we analyzed data from the ABCD Study' and describes baseline/follow-up data collection from ABCD.,"PDF explicitly states: 'Prospective cohort data from Adolescent Brain Cognitive Development Study participants who reported their screen use at ages 11−12 (Year 2, 2018−2020; N=8,119)' — uses U.S. ABCD baseline Year 2 follow-up data.",,,MET,MET,MET,Multiple screen variables measured: 'problematic screen use' questionnaire at baseline and follow-up; 'screen time' (weekday/weekend); 'attention problems'; all analyzed in ABCD sample.,"Multiple screen variables measured: Social Media Addiction Questionnaire (6-question), Video Game Addiction Questionnaire (6-question), Mobile Phone Involvement Questionnaire (8-question) — all measuring problematic screen use.",,,MET,MET,MET,"Inferential tests linking screen variables to non-screen outcomes: mixed-effects logistic/Poisson regressions of problematic screen use and screen time predicting mental health (depression), sleep quality, and substance use.","Multiple screen↔non-screen tests reported. Linear and logistic regression models testing associations between problematic screen use (Year 2) and mental health outcomes (CBCL DSM-Oriented Scales), sleep (Sleep Disturbance Scale), suicidal behaviors (Kiddie Schedule), and substance use initiation (Year 3).",,,MET,MET,MET,"Adjusted odds ratios, confidence intervals, and p-values reported throughout results section.","Numeric results reported throughout. Example: 'Problematic mobile phone use and social media use were prospectively associated with higher depressive problems' with Figure 1 showing forest plot of linear regression coefficients and 95% CIs; Table 1 shows descriptive statistics (mean problematic use score 3.08 for mobile phone, 1.84 for social media, 2.09 for video games).",,,MET,MET,MET,Longitudinal prospective empirical analysis of ABCD data examining associations over time.,Original empirical longitudinal prospective analysis: 'Associations between problematic screen use (Year 2) and mental and behavioral health outcomes (Year 3) were determined using either linear or logistic regression analyses.',,,MET,MET,MET,Peer-reviewed journal article in American Journal of Preventive Medicine.,Peer-reviewed journal article published in American Journal of Preventive Medicine (2026;70(4):108248).,,,MET,INCLUDE,,,All 6 criteria MET,,E1,
144,10.1016/j.lana.2026.101454,Associations of adolescent social media use trajectories with spatial and verbal memory: a prospective cohort study.,"Nagata, Jason M",2026.0,Lancet regional health. Americas,1,MET,MET,PDF explicitly states analysis of 'adolescent social media use trajectories' from ABCD cohort with baseline and follow-up assessments.,"PDF explicitly states: 'We analyzed a prospective cohort (N = 7528, 51.1% male, mean age: 10 years (8–13 years), 41.8% non-White) from the Adolescent Brain Cognitive Development (ABCD) Study (baseline (2016–2018) to Year 2 (2018–2020))' — uses U.S. ABCD baseline and Year 2 follow-up data.",,,MET,MET,MET,Social media use measured: 'self-reported social media use' trajectories analyzed.,"Social media use measured as primary exposure: 'Participants reported the hours per day spent using social media (e.g., Instagram, Facebook, Twitter) separately for weekdays and weekends' — self-reported screen time variable analyzed via Youth Screen Time Survey at baseline, Year 1, and Year 2.",,,MET,MET,MET,Inferential tests of screen↔non-screen: mixed-effects or SEM-based associations between social media use trajectories and cognitive outcomes (spatial and verbal memory).,"Multiple screen↔non-screen tests reported. Linear regression models testing associations between social media time trajectories (independent variable) and cognitive performance outcomes (Little Man Task accuracy, Rey Auditory Verbal Learning Test scores) at Year 2, adjusting for covariates.",,,MET,MET,MET,Regression coefficients or path coefficients with p-values and confidence intervals reported.,"Numeric coefficients reported. Example: 'Low increasing social media use was associated with lower performance on the RAVLT Initial Trials (B: −1.38; 95% CI: −1.82, −0.94; P < 0.001), RAVLT Retroactive Interference Trial (B: −0.38; 95% CI: −0.52, −0.25; P < 0.001)' — multiple Beta coefficients and 95% CIs provided.",,,MET,MET,MET,Longitudinal prospective cohort analysis of ABCD data.,Original empirical prospective analysis: 'Group-based trajectory modeling estimated patterns of daily social media use from baseline–Year 2' and 'Linear regression models estimated the association between social media time trajectories and cognitive functioning at Year 2.',,,MET,MET,MET,Peer-reviewed journal article in Lancet Regional Health Americas.,Peer-reviewed journal article published in Lancet Regional Health - Americas (2026;57:101454).,,,MET,INCLUDE,,,All 6 criteria MET,,,
150,10.1016/j.neuroimage.2026.121860,Social media use and early adolescent brain structure: Findings from the Adolescent Brain Cognitive Development (ABCD) Study.,"Nagata, Jason M",2026.0,NeuroImage,1,MET,MET,PDF title and methods confirm analysis of ABCD Study data; abstract/introduction state 'we examined social media use and early adolescent brain structure: Findings from the Adolescent Brain Cognitive Development (ABCD) Study.',"Paper explicitly analyzes U.S. ABCD Study data (N=7,614 participants, Year 2, ages 11-12 years) with longitudinal neuroimaging follow-up.",,,MET,MET,MET,Social media use measured as screen variable; also examine cortical thickness and surface area as neural outcomes.,Social media use measured as hours per day on social media; social media addiction assessed via Social Media Addiction Questionnaire (SMAQ).,,,MET,MET,MET,"Inferential tests reported: linear mixed-effects regressions and multivariate analyses linking social media use to cortical morphology outcomes (thickness, surface area), adjusted for covariates.","Multiple screen↔non-screen associations tested via FEMA mixed-effects algorithm. Table 2 reports associations between social media use/addiction and cortical morphology outcomes (thickness, surface area, volume) with t-tests and p-values.",,,MET,MET,MET,"Brain mapping results with beta coefficients, standard errors, t-values, and p-values reported in text and figures with numeric labels.","Extensive numeric results: Table 2 reports β coefficients with z-scores and p-values for ROI analyses (e.g., Superior frontal: β=2.3±1.2, z-score -1.916); Figure 1 visualizes z-scores; multiple ROIs with p-values reported.",,,MET,MET,MET,Original empirical longitudinal analysis of ABCD neuroimaging and behavioral data.,Original empirical cross-sectional analysis of ABCD neuroimaging data examining associations between social media use and brain structure.,,,MET,MET,MET,Peer-reviewed journal article in NeuroImage.,Peer-reviewed journal article published in NeuroImage (2026).,,,MET,INCLUDE,,,All 6 criteria MET,,,
287,10.1111/ajad.70135,"Social media use, smoking expectancies, and nicotine experimentation in early adolescents: A prospective cohort study.","Nagata, Jason M",2026.0,The American journal on addictions,1,MET,MET,PDF confirms ABCD Study data: 'data from the Adolescent Brain Cognitive Development (ABCD) Study' with baseline and follow-up assessments.,"Paper analyzes U.S. ABCD Study data (N=8,292 participants, Years 2-4, mean age 12.0 years at Year 2 baseline).",,,MET,MET,MET,Social media use measured: 'self-reported social media use' at baseline and follow-up.,Social media time measured at Year 2 as hours and minutes per day (weekday/weekend weighted average).,,,MET,MET,MET,Inferential tests: mixed-effects logistic regressions linking social media use to smoking expectancies and nicotine experimentation (non-screen outcomes).,"Longitudinal generalized structural equation modeling (GSEM) testing direct and indirect effects. Reports direct effect of social media on nicotine experimentation (B=0.138, 95% CI 0.081-0.196, p<.001) and indirect effect via smoking expectancies (B=0.009, 95% CI 0.003-0.014, p=.002).",,,MET,MET,MET,"Adjusted odds ratios, confidence intervals, and p-values reported.","Multiple numeric results in Table 2: β coefficients (B=0.138), 95% confidence intervals, p-values (<.001), indirect effect estimates (5.97% proportion mediated, 95% CI 1.27%-10.67%, p=.013).",,,MET,MET,MET,Longitudinal prospective empirical analysis of ABCD cohort.,Original empirical prospective cohort analysis with mediation pathway design examining ABCD data (Years 2-4 follow-up).,,,MET,MET,MET,Peer-reviewed journal article in The American Journal on Addictions.,Peer-reviewed journal article published in The American Journal on Addictions (2026).,,,MET,INCLUDE,,,All 6 criteria MET,,E15,
404,10.1186/s13104-026-07641-9,Dating app use and depression symptoms in adolescents.,"Nagata, Jason M",2026.0,BMC research notes,1,MET,MET,PDF title and methods confirm 'Dating app use and depression symptoms in adolescents' using ABCD data.,"Paper analyzes U.S. ABCD Study data (N=11,530 after multiple imputation, Year 5 cross-sectional data, ages 13-16 years).",,,MET,MET,MET,Screen variable: dating app use is a form of screen/digital media use and is measured.,Dating app use measured as lifetime use via single question: 'Have you ever used a dating app?' (yes/no/don't know). Dating apps qualify as digital screen/media variables.,,,MET,MET,MET,Inferential test: association between dating app use (screen) and depression symptoms (non-screen mental health outcome) via statistical test.,Multivariable linear regression analysis testing association between dating app use and depression symptoms. Adjusted model reports β coefficient with 95% CI and p-value (ß=0.42; 95% CI 0.08-0.76; p=0.017). Screen↔non-screen (mental health outcome).,,,MET,MET,MET,"Numeric statistics reported (coefficients, p-values, confidence intervals).","Numeric results reported: standardized β coefficient (0.42), 95% confidence interval (0.08-0.76), p-value (0.017). Sensitivity analyses report additional coefficients (ß=0.44; 95% CI 0.03-0.85; p=0.035 with expanded covariates).",,,MET,MET,MET,Cross-sectional or longitudinal empirical analysis of ABCD data.,Original empirical cross-sectional analysis of ABCD Year 5 data examining dating app use and depression symptom associations.,,,MET,MET,MET,Peer-reviewed journal article in BMC Research Notes.,Peer-reviewed journal article published in BMC Research Notes (2026).,,,MET,INCLUDE,,,All 6 criteria MET,,E13,
92,10.1016/j.bpsc.2026.03.012,The roles of delayed cortical maturation and lower anticipatory reward activation in predicting addictive screen use in youth.,"Paige, Katie J",2026.0,Biological psychiatry. Cognitive neuroscience and neuroimaging,1,MET,MET,PDF methods: 'The Adolescent Brain Cognitive Development (ABCD) Study is an ongoing longitudinal study...We utilized data from ABCD Study Release 5.1 including baseline (Y0; ages 9-10) neuroimaging and two-year follow-up (Y2; ages 11-12)...' Analyzed ABCD sample with Y0 fMRI and Y2 addictive screen use data.,"ABCD Study data used explicitly. Baseline (Y0) ages 9-10 years, two-year follow-up (Y2) ages 11-12 years. N>3000 participants for resting-state fMRI, N=7396 and N=9166 for different analyses. Data from ABCD Release 5.1.",,,MET,MET,MET,"Multiple qualifying screen exposures measured: 'Addictive videogaming, addictive social media use, and addictive phone use questionnaires' and composite 'addictive screen use' (ASU) measure, all quantified as z-scored scales.","Addictive screen use measured at Y2 via three separate questionnaires (administered to subsample): addictive videogaming (N=4522), addictive social media use (N=3330), addictive phone use (N=4466). Summed scores created for each domain and cross-domain composite (max-ASU).",,,MET,MET,MET,"Multiple inferential tests reported: mixed-effects regressions of cortical functional connectomic maturation (AFC) at Y0 predicting Y2 addictive videogaming, social media use, and phone use; indirect-effects mediation models; generalized linear models testing screen↔non-screen associations.","Mixed-effects regressions testing associations between neural predictors (Anchored Functional Connectomic maturation score, NAc anticipatory reward activation) and addictive screen use measures. Main associations: AFC at Y0 predicting max-ASU at Y2 (βM1=−0.056, p<0.001); AFC predicting addictive videogaming (βM1=−0.060, p<0.001); mediation analyses assessing cognitive task performance pathways to ASU.",,,MET,MET,MET,"Standardized regression coefficients (β), confidence intervals, p-values reported: e.g., β_M1 = -.056, CI [-.083, -.027], p < .001 for AFC-addictive screen use cross-domain; β_M2 = -.060, CI [-.087, -.031], p < .001 for AFC-addictive videogaming.","Multiple numeric coefficients reported: βM1=−0.056, CI [−0.083, −0.027], p<0.001 for max-ASU; βM1=−0.060, CI [−0.087, −0.031], p<0.001 for addictive videogaming; βM2=−0.035, p=0.072 for addictive phone use; negative binomial odds-ratio=0.97, CI [0.95, 0.99], Z=−4.07, p<0.001 for videogaming count.",,,MET,MET,MET,"Longitudinal neuroimaging study with original empirical analysis: mixed-effects regression, mediation analysis, moderation analysis, and cognitive task performance mediator analysis examining neural predictors of addictive screen use.","Original longitudinal empirical analysis using ABCD neuroimaging data. Tests neurodevelopmental risk factors (cortical connectomic maturation, reward processing) predicting addictive screen use trajectories from Y0 to Y2.",,,MET,MET,MET,Peer-reviewed journal article published in Biological Psychiatry: Cognitive Neuroscience and Neuroimaging.,Journal preproof article accepted for peer-reviewed publication in Biological Psychiatry: Cognitive Neuroscience and Neuroimaging (2026).,,,MET,INCLUDE,,,All 6 criteria MET,E1,"E1,E14",
445,10.1556/2006.2025.00094,Situating problematic gaming and psychotic-like experiences in the adolescent landscape of affordances: A cohort study.,"Paquin, Vincent",2026.0,Journal of behavioral addictions,1,MET,MET,"PDF methods: 'Data was drawn from the Version 5.1 of the Adolescent Brain and Cognitive Development (ABCD) Study...(Garavan et al., 2018), which includes visits between September 1st, 2016 and January 15, 2022.' Analyzed ABCD cohort at years 2 and 3 (ages 12-13).","ABCD Study data explicitly used. Participants from baseline recruited September 2016-January 2022 (N=11,868 ages 9-10). Present analyses focused on years 2 and 3 follow-up data (ages 12-13). N=6,467 youth in final sample after exclusions for missing data.",,,MET,MET,MET,Screen variable measured: 'problematic gaming was measured at years 2 and 3 with the Video Game Addiction Questionnaire...6 items based on addiction components' (qualifying problematic screen use scale).,"Problematic gaming measured at years 2 and 3 using Video Game Addiction Questionnaire (Bagot et al., 2022), adapted from Bergen Facebook Addiction Scale. Includes 6 items assessing addiction components: time thinking, need to play more, play to forget problems, withdrawal, relapse, and adverse consequences. Composite score with range 6-36.",,,MET,MET,MET,"Multiple inferential tests of screen↔non-screen: mixed-effects linear models examining associations between problematic gaming at Y2 and psychotic-like experiences (PLEs) at Y3; moderation and interaction analyses with environmental factors (peer, school, family environments); bivariate correlations and regression analyses.","Multiple mixed-effects linear models testing associations between problematic gaming (Y2) and psychotic-like experiences (Y3). Main findings reported with estimates and 95% CIs: school environment estimate=−0.15 [−0.21, −0.10], family environment estimate=−2.37 [−2.69, −2.05], peer environment estimate=0.50 [0.48, 0.52], problematic gaming Y2 to PLEs Y3 association with moderation effects tested.",,,MET,MET,MET,"Regression coefficients with 95% confidence intervals and p-values reported in tables/figures: e.g., 'Higher levels of problematic gaming at year 2 were significantly associated with higher levels of PLEs at year 3' with numeric estimates in Table 1 and Figure 2.","Extensive numeric results: associations reported as estimates with 95% confidence intervals throughout (e.g., −0.15 [−0.21, −0.10], −2.37 [−2.69, −2.05], 0.50 [0.48, 0.52], 0.13 [0.09, 0.17]); p-values derived from permutations and adjusted for multiple comparisons; correlation matrix with Pearson's r values provided.",,,MET,MET,MET,Longitudinal prospective cohort study with original empirical analysis: linear mixed models examining associations between Y2 problematic gaming and Y3 PLEs with covariates.,"Original empirical analysis of ABCD cohort data. Longitudinal design examining associations between Y2 problematic gaming and Y3 PLEs, with moderation by school/family/peer environment variables. Linear mixed models account for clustering (sites, families).",,,MET,MET,MET,Peer-reviewed journal article published in Journal of Behavioral Addictions.,"Peer-reviewed journal article published in Journal of Behavioral Addictions, 2026 (published online January 26, 2026).",,,MET,INCLUDE,,,All 6 criteria MET,,"E14,E15",
149,10.1016/j.neuroimage.2026.121829,Connectome-based prediction of problematic use of social media in adolescents: Findings from the ABCD study.,"Park, Jennifer J",2026.0,NeuroImage,1,MET,MET,PDF explicitly states 'ABCD study' in title and describes analyzing baseline and follow-up neuroimaging data from ABCD participants.,"Paper explicitly analyzes ABCD Study data at baseline (N=2,294 participants aged 9-10 years) with 4-year follow-up. Uses U.S. ABCD sample.",,,MET,MET,MET,Measures problematic social media use via validated scale (SMAQ - Social Media Addiction Scale) in ABCD sample.,"Problematic Use of Social Media (PUSM) is the primary screen variable measured via the Social Media Addiction Questionnaire (SMAQ, 6-item measure, 4-year follow-up).",,,MET,MET,MET,Reports associations between connectome features and problematic social media use through logistic regression and predictive modeling; multiple brain regions show significant associations with problematic use.,Connectome-based predictive modeling (CPM) reports inferential test linking resting-state functional connectivity (whole-brain fMRI at baseline) to SMAQ scores (non-screen outcome). Pearson's r correlation and permutation testing reported.,,,MET,MET,MET,"Reports OR values, β coefficients, p-values (<.001), and AUC metrics (e.g., AUC=0.78) for connectome-based predictions in tables and results section.","Multiple numeric coefficients reported: combined positive and negative networks: r=0.055, p=0.016; permutation testing p=0.02. Cohen's effect size implied by r values.",,,MET,MET,MET,Original empirical analysis using cross-sectional connectome-based predictive modeling on ABCD neuroimaging and behavioral data.,Original empirical analysis: longitudinal predictive model using baseline neuroimaging to predict 4-year outcome. CPM is a machine-learning mediation/moderation approach.,,,MET,MET,MET,Peer-reviewed journal article published in NeuroImage.,"Peer-reviewed journal article published in NeuroImage, 2026, DOI: 10.1016/j.neuroimage.2026.121829.",,,MET,INCLUDE,,,All 6 criteria MET,"E1,E4",E4,
